Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,-0.1108217,0.026367188,0.03533663,0.28995967,1068.7867,84,1
1951,-0.11753396,0.035075825,0.025032593,0.41280058,1391.0696,83,1
1952,-0.05629639,-0.008221944,0.038095854,0.40394735,2044.3245,82,1
1953,0.39083353,0.043137234,0.03371624,0.40250674,978.0808,81,1
1954,-0.03232473,-0.015720049,0.03563443,0.40279165,1071.851,80,1
1955,0.053195793,-0.003709793,0.034862183,0.40986362,958.1859,79,1
1956,0.3154569,0.06330776,0.03268559,0.3932474,1004.7942,78,1
1957,0.06191309,-0.10844835,0.03643819,0.44937715,546.9564,77,1
1958,0.4121143,0.011229833,0.03652512,0.5856598,769.4044,76,1
1959,0.5385006,0.112566315,0.031925675,0.61391485,1078.3632,75,1
1960,-0.44713283,-0.21261947,0.035232436,0.59805244,1844.569,74,1
1961,-0.22263815,0.08104515,0.031610716,0.55877495,1609.7595,73,1
1962,-0.10199735,-0.096865654,0.028626991,0.4672273,2753.1372,72,1
1963,0.12621683,0.04671033,0.04048539,0.3430291,1204.282,71,1
1964,0.29759523,0.061312675,0.037361775,0.3094354,1125.5413,70,1
1965,-0.025635064,-0.08855883,0.030822689,0.46420625,2031.6077,69,1
1966,0.260892,0.039407093,0.029419877,0.4656931,2026.3948,68,1
1967,-0.39868602,-0.19502704,0.034313556,0.45473075,2234.6035,67,1
1968,-0.09120715,0.040329933,0.03144333,0.5120282,2842.9792,66,1
1969,0.08494431,0.09614786,0.030384088,0.8031461,2303.1812,65,1
1970,-0.42431745,0.06759707,0.03163628,0.7476743,2659.2876,64,1
1971,-1.3111256,-0.2389005,0.037264984,0.7430792,1332.4062,63,1
1972,-0.24920331,0.012736638,0.03570441,0.7279136,1856.4757,62,1
1973,-0.28595886,-0.09740194,0.03200115,0.7130119,1221.8423,61,1
1974,-0.3910304,-0.02020041,0.038833488,0.39983806,2302.135,60,1
1975,-0.01910291,0.06768322,0.034728903,0.42210647,2048.3215,59,1
1976,0.04801758,0.021222433,0.03333291,0.4424313,1432.2006,58,1
1977,0.30005726,0.023613295,0.03993933,0.44043267,1008.3934,57,1
1978,0.40253654,0.07239088,0.038171113,0.41376147,1391.8534,56,1
1979,0.67660904,0.09072908,0.034914415,0.49460092,1382.0406,55,1
1980,0.31612775,0.073056854,0.025354706,0.50777274,1078.97,54,1
1981,-0.36317062,-0.025623003,0.03487034,0.5138233,1742.2377,53,1
1982,0.24281819,0.088373505,0.02978486,0.42989138,2032.249,52,1
1983,-0.046505928,0.059663136,0.029222121,0.48510063,2044.9882,51,1
1984,0.12352475,-0.026428858,0.038879286,0.4631125,2454.0967,50,1
1985,0.6356495,0.13783169,0.03288986,0.48148835,2289.7988,49,1
1986,-0.067927994,-0.022990862,0.02974655,0.4778761,2623.7625,48,1
1987,0.64103436,0.12762165,0.033297606,0.5023368,970.8226,47,1
1988,0.30353922,-0.028593382,0.03461255,0.47156608,2160.3774,46,1
1989,0.14642727,-0.028826078,0.03318916,0.42532864,406.5823,45,1
1990,0.49237546,0.11588701,0.02820216,0.38386858,1975.1821,44,1
1991,0.24002403,0.074214935,0.03592658,0.40486932,1098.3256,43,1
1992,0.20365143,0.066477455,0.034585133,0.37601188,1914.8888,42,1
1993,0.685594,0.08738232,0.040349405,0.37544152,736.7216,41,1
1994,0.20664787,0.06226349,0.032225568,0.5987653,2048.135,40,1
1995,0.45752183,0.117201805,0.036941256,0.607985,2200.171,39,1
1996,-0.47447172,-0.18608856,0.037381336,0.6428959,2172.5027,38,1
1997,0.16656269,-0.035596848,0.028233843,0.7406283,1833.5614,37,1
1998,0.71391886,0.0074036918,0.038634907,0.8143775,633.0715,36,1
1999,0.95389515,0.050880115,0.04727514,0.6192293,351.01135,35,1
2000,0.9982179,0.03388214,0.027151043,0.54077554,574.9765,34,1
2001,0.6967562,0.08171368,0.029395282,0.51617414,861.3886,33,1
2002,0.93005484,0.0761706,0.01878194,0.4753979,1456.4143,32,1
2003,0.4172182,-0.011797269,0.026735852,0.36351094,985.6319,31,1
2004,0.3310263,0.04219087,0.021310784,0.3448815,2539.6472,30,1
2005,0.6686304,0.12313557,0.026322441,0.4704332,955.28455,29,1
2006,0.50186056,0.0768973,0.023232147,0.4865366,1518.2657,28,1
2007,-0.27775756,-0.26324525,0.029379563,0.5270288,1747.354,27,1
2008,-0.015526195,-0.22520828,0.022639206,0.5647109,518.56903,26,1
2009,0.60142154,-0.051083248,0.037643846,0.6180944,512.40094,25,1
2010,0.70939714,9.600321e-05,0.030201295,0.5420565,475.42776,24,1
2011,0.8802884,0.058439255,0.019309208,0.5322557,1318.105,23,1
2012,0.4279789,-0.16600291,0.036487386,0.5633332,791.8807,22,1
2013,0.6946203,-0.05876891,0.02807086,0.60201937,1445.8599,21,1
