Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,0.051598806,0.05092271,0.028041853,0.3313947,2078.0989,82,1
1951,0.23594736,0.04539649,0.023684422,0.36760318,1594.5879,81,1
1952,0.4038911,0.042025883,0.02323985,0.4084345,1067.7803,80,1
1953,-0.16684638,0.03002294,0.03336546,0.4370073,1217.3512,79,1
1954,0.095740736,0.017353693,0.027734691,0.451844,920.4697,78,1
1955,0.48406792,0.02043724,0.03208092,0.48065972,843.775,77,1
1956,0.18878956,0.09711488,0.038989346,0.46954513,1008.23065,76,1
1957,0.027085781,-0.027188301,0.029799342,0.4517418,791.4539,75,1
1958,0.036168694,0.097073875,0.03625753,0.43115643,1413.6606,74,1
1959,-0.16104357,-0.07359759,0.03795087,0.44516227,2284.7441,73,1
1960,-0.3002979,-0.2605082,0.026922146,0.40921888,695.7935,72,1
1961,0.30978546,0.072992645,0.027335664,0.39654338,1319.186,71,1
1962,-0.03422169,0.072875656,0.036011476,0.37141034,1554.7738,70,1
1963,0.13400812,0.008731524,0.030127607,0.34613886,1747.3728,69,1
1964,0.05829559,0.018570265,0.037177633,0.38260224,2574.71,68,1
1965,-0.19971637,-0.029996237,0.041585017,0.43703237,592.23474,67,1
1966,-0.56996846,0.03567918,0.04525077,0.6249487,1154.715,66,1
1967,0.1890531,0.065237045,0.03615101,0.61969537,2387.7896,65,1
1968,-0.8673679,-0.17737071,0.04622053,0.6443875,2761.0466,64,1
1969,-0.22662319,0.077793755,0.035600055,0.64318556,2005.2543,63,1
1970,0.099559866,-0.007659912,0.031010436,0.6166577,937.2641,62,1
1971,0.24276395,0.014093399,0.035813406,0.36052355,1690.8647,61,1
1972,0.047455866,0.048042297,0.03776471,0.35216478,646.0333,60,1
1973,0.24926381,0.07755407,0.03279857,0.35856748,1150.3242,59,1
1974,-0.26459312,-0.038263004,0.03219462,0.46989366,1335.3136,58,1
1975,-0.16702573,0.1015358,0.031182945,0.47667107,2105.2268,57,1
1976,-0.5968662,-0.25962543,0.036657203,0.4981786,2311.316,56,1
1977,-0.31351873,0.008949597,0.037465587,0.5498935,2429.1387,55,1
1978,0.34096694,-0.046520233,0.036767248,0.62032396,800.1889,54,1
1979,0.2850487,-0.05720997,0.033763662,0.5128845,506.98438,53,1
1980,0.38859847,-0.024457613,0.033013474,0.45713258,1106.4746,52,1
1981,0.36879793,0.030798912,0.036854867,0.46405038,1721.3943,51,1
1982,0.3334894,0.056262653,0.036326673,0.46058115,1845.6171,50,1
1983,0.45197532,0.18023396,0.030859532,0.44587746,840.1343,49,1
1984,0.17272711,0.06651529,0.030284896,0.41904902,1991.3335,48,1
1985,0.042345446,0.0013074875,0.033613387,0.3660011,1462.5485,47,1
1986,0.30667493,0.12428602,0.031275276,0.3365129,820.35126,46,1
1987,0.14940803,0.09821574,0.026459726,0.36363065,1221.5354,45,1
1988,-0.11662412,0.10394255,0.026014494,0.3640357,1254.443,44,1
1989,-0.13887002,0.03967603,0.037888627,0.3381277,994.09705,43,1
1990,-0.09292207,-0.24432151,0.040842906,0.32086715,2505.207,42,1
1991,-0.107084155,0.06981627,0.040436804,0.31464309,2785.8486,41,1
1992,-0.1249496,0.0056912103,0.033814415,0.4196379,948.9999,40,1
1993,0.051225226,-0.02545166,0.04167415,0.42210796,1161.0936,39,1
1994,0.61905867,0.04217307,0.034692142,0.42570063,474.92157,38,1
1995,0.23335922,0.10131327,0.031145656,0.3931224,961.1978,37,1
1996,0.47900888,0.09609413,0.03247453,0.3964592,869.8938,36,1
1997,0.24392517,0.08444246,0.03252669,0.3330094,417.91724,35,1
1998,0.21967928,0.017052969,0.03287741,0.37798187,1611.0437,34,1
1999,0.31527975,0.040328663,0.030281464,0.44678748,1683.6417,33,1
2000,0.47464252,0.053273838,0.026248684,0.4740893,1742.8387,32,1
2001,0.7342456,0.08629131,0.030161105,0.46640515,1734.1549,31,1
2002,0.5296516,0.105685234,0.0335862,0.48037755,1125.5195,30,1
2003,0.2733588,0.10136255,0.027524127,0.5127044,1183.9257,29,1
2004,0.47319993,0.03737418,0.037567314,0.59442645,969.3432,28,1
2005,0.9978647,0.044439632,0.037696064,0.600282,637.8412,27,1
2006,1.3034586,0.0068744025,0.04416814,0.5422778,526.2466,26,1
2007,0.7752741,-0.017099699,0.04338151,0.5350385,410.96982,25,1
2008,0.9349739,-0.023353577,0.02969482,0.56572545,372.11496,24,1
2009,0.49018505,-0.12889989,0.024341851,0.46018124,517.17554,23,1
2010,0.18156283,-0.18667348,0.02367673,0.57862353,1035.214,22,1
2011,0.7361324,0.01678276,0.025313662,0.63984126,865.9655,21,1
2012,1.0877128,-0.07202625,0.02758745,0.65535015,810.9381,20,1
2013,0.862552,-0.035515785,0.027793007,0.6742925,646.9451,19,1
2014,0.5011342,-0.0052134194,0.021669528,0.80660033,1264.4149,18,1
2015,0.8111294,0.035062473,0.026089812,0.99997145,468.76147,17,1
2016,0.4440504,-0.1355397,0.027537161,1.0048469,249.93532,16,1
2017,-0.644624,-0.4201199,0.04013628,1.0111098,1037.9528,15,1
2018,0.8988288,-0.077534355,0.01833137,1.0267211,587.7929,14,1
2019,0.44612506,-0.13029861,0.025016198,0.9410052,783.4047,13,1
2020,0.814699,-0.19168632,0.027442202,0.7389625,521.4117,12,1
2021,0.3659459,-0.12886651,0.017557384,0.7012635,251.8961,11,1
2022,0.49690926,-0.13401763,0.023100825,0.7258832,468.13037,10,1
2023,0.49762258,-0.203475,0.027196467,0.72911555,541.49036,9,1
2024,-0.040301442,-0.23865573,0.034058623,0.8251973,274.40475,8,1
2025,-0.08142612,-0.27851963,0.02533607,0.81951493,440.8057,7,1
2026,0.94724053,-0.17788474,0.020507311,0.871358,366.10678,6,1
2027,0.2868397,-0.20913029,0.02653581,0.95668846,588.60126,5,1
2028,0.17214565,-0.27665296,0.020255607,0.977729,181.23076,4,1
2029,-0.15703595,-0.30433115,0.027305266,0.9473793,298.801,3,1
2030,0.37252846,-0.26658535,0.014652885,0.99593234,332.46307,2,1
2031,0.67207885,-0.30072817,0.018417893,1.0870382,477.284,1,1
2032,1.1477346,-0.2697967,0.023772405,1.124927,218.76813,0,1
2033,1.184472,-0.35779414,0.025046164,1.0873106,188.06906,0,1
2034,-0.1205736,-0.43887648,0.03139027,1.1248858,152.31517,0,1
2035,0.07730194,-0.30665174,0.024353424,1.100264,304.09583,0,1
2036,1.2024623,-0.2598381,0.031910658,0.9726088,199.80981,0,1
2037,0.8142252,-0.4223477,0.029067611,0.8078863,237.68687,0,1
2038,1.1087124,-0.40860143,0.034649227,0.72246844,285.69955,0,1
2039,1.0613618,-0.45548916,0.036437478,0.7507481,319.30344,0,1
2040,0.9795582,-0.5969899,0.03387858,0.88803625,309.65057,0,1
2041,1.0664482,-0.4729363,0.033737473,1.0069369,178.78523,0,1
2042,0.34619674,-0.49709892,0.036606018,1.0381135,113.13426,0,1
2043,0.56776243,-0.4763702,0.030565487,1.0625373,185.66792,0,1
2044,0.7050677,-0.38728014,0.025389308,1.0108569,200.90263,0,1
2045,0.84912485,-0.468743,0.03405725,0.9859939,122.11047,0,1
2046,0.92181355,-0.5301679,0.038471367,0.89722276,180.79828,0,1
2047,0.94016427,-0.5292368,0.035931014,0.92664045,152.42586,0,1
2048,0.6821709,-0.443964,0.03396007,1.0600923,132.72981,0,1
2049,0.8371175,-0.72530013,0.03753956,1.1248798,213.86465,0,1
2050,0.4454999,-0.607446,0.03740396,1.1519098,105.20055,0,1
2051,0.43913165,-0.55367947,0.030440466,1.2349082,211.66054,0,1
2052,0.89647645,-0.40226236,0.030758953,1.1938207,97.82039,0,1
2053,1.4286915,-0.5333214,0.027681127,1.1383587,130.81812,0,1
2054,1.1739985,-0.5190201,0.031281892,1.1144438,171.39932,0,1
2055,1.6488091,-0.49778333,0.03731589,1.142883,207.92244,0,1
2056,1.9726738,-0.557998,0.03500418,1.1544517,181.81088,0,1
2057,1.4660238,-0.56520146,0.0250919,1.3057841,145.73708,0,1
2058,1.3082467,-0.5330823,0.036321875,1.3979559,109.57626,0,1
2059,0.5844024,-0.7076743,0.039246913,1.370366,236.08902,0,1
2060,0.30710885,-0.6674506,0.022742473,1.3195385,94.795044,0,1
2061,0.9898815,-0.7015969,0.021185169,1.4215721,108.19766,0,1
2062,0.5191942,-0.6619498,0.043211874,1.4047943,83.691246,0,1
2063,2.1534193,-0.65754604,0.034417916,1.3602663,142.79507,0,1
2064,1.8433615,-0.6091725,0.025352908,1.408909,244.85907,0,1
2065,1.5573775,-0.7160692,0.031093942,1.3788832,137.15695,0,1
2066,1.657784,-0.867383,0.044050317,1.4331299,101.79141,0,1
2067,1.6267223,-0.9614315,0.031408247,1.4534377,66.69784,0,1
2068,2.548661,-0.75029343,0.02364517,1.429701,115.93202,0,1
2069,2.3171265,-0.66090745,0.031672087,1.3637075,172.82124,0,1
2070,1.738119,-0.84435683,0.0335698,1.4086272,121.89899,0,1
2071,2.176191,-0.63228863,0.024497965,1.4483191,100.74636,0,1
2072,1.2529572,-1.0764059,0.04084071,1.3958244,93.66152,0,1
2073,1.1198914,-0.7564809,0.03493667,1.4954094,77.18565,0,1
2074,1.0836015,-0.94710827,0.034079865,1.5019933,105.79211,0,1
2075,2.6438496,-0.8078534,0.02605491,1.4944868,181.19131,0,1
2076,1.1839044,-1.0733595,0.040943526,1.4775218,92.19054,0,1
2077,1.7829894,-1.0724121,0.021225477,1.5426335,108.961624,0,1
2078,1.4709682,-1.0518805,0.027856894,1.4815187,94.72682,0,1
2079,1.558287,-0.94477206,0.019124385,1.5404454,105.322975,0,1
2080,1.7534261,-0.84682816,0.030945824,1.6222372,91.133736,0,1
2081,1.3459083,-1.1448857,0.028291875,1.7036225,68.48747,0,1
2082,2.5418184,-1.0888109,0.016166648,1.752697,71.47842,0,1
2083,1.0287737,-1.2989784,0.02141017,1.7317103,63.48385,0,1
2084,1.3879355,-1.04286,0.018832864,1.7510272,97.10472,0,1
2085,1.3231664,-1.0001148,0.021550156,1.6999215,108.18439,0,1
2086,2.0266306,-1.0050932,0.031817228,1.64927,101.97251,0,1
2087,1.9959396,-1.1435744,0.017314145,1.6706735,120.70394,0,1
2088,1.6079884,-1.0075585,0.029963674,1.7603179,90.82419,0,1
2089,2.3125303,-0.9994485,0.033815876,1.715851,91.075226,0,1
2090,1.2069559,-1.0690203,0.032507386,1.8046255,65.39947,0,1
2091,0.97925776,-1.0805107,0.013862431,1.8389877,173.52364,0,1
2092,2.0505562,-0.9592317,0.020095462,1.9533815,75.776085,0,1
2093,2.0437777,-0.9503482,0.015642533,1.9344381,90.26312,0,1
2094,2.7852402,-1.2798961,0.012628791,1.8929992,61.921204,0,1
2095,2.8847997,-1.2647467,0.034216303,1.7586576,85.81757,0,1
2096,3.1135628,-1.0001211,0.02799209,1.6421633,76.72127,0,1
2097,2.5322063,-1.0402975,0.020367572,1.5607891,111.44209,0,1
2098,2.753577,-0.9107631,0.033086028,1.5732592,193.91089,0,1
2099,2.4795167,-1.1895103,0.030851746,1.5281554,75.36022,0,1
