Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,0.47102222,0.04231612,0.04401387,0.3232788,899.4196,88,1
1951,0.18608736,-0.049039524,0.035381436,0.32354847,885.3007,87,1
1952,0.07641556,-0.030826887,0.031560916,0.32789633,1654.7911,86,1
1953,-0.0489404,-0.01978747,0.021906987,0.31372407,1441.1095,85,1
1954,0.17590873,-0.06972027,0.031505145,0.3088857,1825.6056,84,1
1955,0.28017703,0.07662741,0.029228153,0.35448238,1416.6439,83,1
1956,-0.097597085,0.029174805,0.021184659,0.4027321,1412.8177,82,1
1957,-0.1980863,0.01804606,0.026975928,0.39086238,2564.307,81,1
1958,0.3780633,-0.05025959,0.03243925,0.37324107,2103.9922,80,1
1959,-0.03251483,0.048750877,0.03168885,0.36565697,1432.4615,79,1
1960,0.14286679,0.014445305,0.033907015,0.32981983,1780.2347,78,1
1961,-0.03702128,0.02537918,0.032439485,0.2813597,2494.0662,77,1
1962,-0.069447435,0.07255427,0.032369964,0.32934,2554.972,76,1
1963,0.07164645,0.010725339,0.04129448,0.42165712,1072.736,75,1
1964,0.025303364,0.02939701,0.035184715,0.5029962,1610.555,74,1
1965,-0.4788746,-0.12491258,0.034968723,0.5277965,1239.4158,73,1
1966,-0.6594735,-0.12761371,0.037524316,0.52413553,1772.3538,72,1
1967,-0.13248451,-0.01436456,0.041755434,0.5017256,1364.8816,71,1
1968,0.07343173,0.058721226,0.036014024,0.60537094,1547.8558,70,1
1969,-0.50503355,0.01014328,0.03743997,0.5594297,1530.5836,69,1
1970,0.60277385,0.0802199,0.037917178,0.54185635,1066.7229,68,1
1971,0.42879865,0.006754557,0.03478814,0.61362773,523.50476,67,1
1972,-0.10587182,-0.0022115707,0.03043901,0.597222,1545.5714,66,1
1973,-0.24156861,-0.22555256,0.02834641,0.5370793,879.87836,65,1
1974,0.38695726,0.07349777,0.032383982,0.5121971,1285.9244,64,1
1975,-0.060650546,0.04547119,0.030811211,0.638336,1424.5127,63,1
1976,0.017550787,0.023858706,0.027484303,0.58603776,2078.7434,62,1
1977,-0.7783604,-0.14826362,0.03203519,0.52357006,2152.3071,61,1
1978,0.1848615,0.082141556,0.035631027,0.51628786,1855.5022,60,1
1979,0.16725738,0.08791065,0.029769802,0.5374377,848.0557,59,1
1980,-0.22319727,0.026411692,0.034071457,0.43888155,1453.6558,58,1
1981,-0.31676462,0.021259626,0.03927355,0.47429195,1973.5359,57,1
1982,0.09240463,-0.0048189163,0.042592008,0.49551317,230.8459,56,1
1983,-0.4447112,-0.009384473,0.04280023,0.5299851,1916.5747,55,1
1984,0.21528864,0.044124603,0.03981136,0.49226847,818.91876,54,1
1985,0.4675944,0.047820408,0.04229704,0.57805175,429.79453,53,1
1986,0.04601596,-0.0022913616,0.030238464,0.58469343,1611.7222,52,1
1987,-0.6763684,-0.010988872,0.029088736,0.57536685,2209.2065,51,1
1988,-0.41834745,-0.03684457,0.036682963,0.51979566,1598.4711,50,1
1989,0.13508223,0.05613041,0.03283372,0.5165009,1819.7062,49,1
1990,-0.22828792,-0.0771834,0.040840693,0.4468925,1343.2095,48,1
1991,-0.34629235,-0.18047683,0.03184927,0.4232935,1583.0664,47,1
1992,-0.52877873,0.06855869,0.037595447,0.48106563,1529.4257,46,1
1993,-0.14036517,-0.045645077,0.03477015,0.64281666,1850.3613,45,1
1994,0.50113845,0.059247334,0.04098321,0.62505656,418.32755,44,1
1995,0.76640344,0.007938385,0.041061617,0.581327,566.2824,43,1
1996,0.10113368,0.10161114,0.036604825,0.52896935,1588.2094,42,1
1997,-0.057020605,-0.035389584,0.028247058,0.54903,739.51404,41,1
1998,0.3211393,0.021980604,0.023925213,0.51631135,1160.55,40,1
1999,0.5183303,-0.0062472024,0.032386173,0.5399696,672.4729,39,1
2000,0.50606704,-0.14613216,0.045532625,0.49032125,752.79236,38,1
2001,0.246947,-0.019784292,0.034239825,0.59474796,1623.2413,37,1
2002,0.057104964,-0.11358897,0.02695176,0.63143957,875.0789,36,1
2003,0.8292729,0.06355572,0.030907562,0.65732735,709.841,35,1
2004,0.2540595,0.03993066,0.032217186,0.6418654,298.36935,34,1
2005,-0.34481218,-0.005226771,0.029044395,0.6789898,1488.5302,33,1
2006,0.3281406,-0.1134847,0.026952555,0.6748403,2743.398,32,1
2007,0.33497104,-0.06414509,0.023940051,0.7281137,981.95166,31,1
2008,0.6732104,0.014755885,0.029577665,0.70424443,2051.8884,30,1
2009,0.823461,0.046285946,0.031885065,0.70188284,313.33096,29,1
2010,0.11778762,-0.059955914,0.036055323,0.6727348,1002.28064,28,1
2011,0.21315621,-0.08886528,0.02079647,0.69011617,913.3695,27,1
2012,0.1264603,-0.08647124,0.025195092,0.60858446,659.5554,26,1
2013,0.79070854,-0.032262802,0.024884855,0.5468587,348.48013,25,1
2014,0.15039913,-0.08392557,0.015367955,0.5687549,618.05444,24,1
2015,0.2037447,-0.06568845,0.02809751,0.6264504,2170.3035,23,1
2016,0.69259566,-0.040659267,0.028795945,0.5918178,910.887,22,1
2017,0.6854651,-0.10157172,0.032331206,0.5811309,690.4197,21,1
2018,0.71502614,-0.058285076,0.02352301,0.66586995,418.8199,20,1
2019,0.74648255,-0.08412997,0.04044136,0.65777004,395.62067,19,1
2020,1.4451054,-0.11935774,0.03959476,0.79571265,273.59174,18,1
2021,0.8532221,-0.15957896,0.028638974,0.85475653,318.56018,17,1
2022,-0.29503414,-0.38523737,0.033264477,0.8734321,1202.5476,16,1
2023,0.23442143,-0.2098821,0.028949613,0.80224943,726.09247,15,1
2024,0.5110607,-0.23239453,0.023807146,0.9313922,1195.8219,14,1
2025,0.88859636,-0.10558128,0.025630238,0.94948083,397.48746,13,1
2026,1.4230534,-0.19917805,0.03188539,0.8835206,467.21066,12,1
2027,0.6844766,-0.2639812,0.040536013,0.8449607,158.44687,11,1
2028,0.49838614,-0.11996778,0.036205202,0.88048905,394.93097,10,1
2029,0.6152268,-0.09001795,0.017788852,0.8211922,677.53534,9,1
2030,1.2724489,-0.03317229,0.034952592,0.7627782,623.6982,8,1
2031,0.8074298,-0.15603828,0.031895477,0.78868055,538.361,7,1
2032,0.46893683,-0.15135162,0.031474177,0.8201756,282.67514,6,1
2033,0.45716238,-0.18053024,0.03498795,0.86398953,306.32867,5,1
2034,0.68569475,-0.13292821,0.021947848,0.96957254,327.76468,4,1
2035,1.3631846,-0.19886272,0.035080466,0.9753444,196.53123,3,1
2036,0.95201683,-0.5716483,0.041453227,1.016723,258.68216,2,1
2037,1.0976212,-0.16613229,0.032531377,1.0893513,374.2621,1,1
2038,1.2102383,-0.15212186,0.036479656,1.1001775,314.41608,0,1
2039,1.8574501,-0.2406276,0.036670323,1.069659,197.49216,0,1
2040,1.6454736,-0.2435112,0.04932171,1.0872992,214.4697,0,1
2041,0.82920486,-0.42596468,0.028917039,1.0267369,259.35202,0,1
2042,1.7707224,-0.29931927,0.027811585,1.0352093,301.27057,0,1
2043,1.594484,-0.26523623,0.040468443,1.0684553,206.79784,0,1
2044,1.9632849,-0.3204066,0.04835998,0.9583948,149.89803,0,1
2045,1.6603479,-0.27725253,0.04450773,0.92184514,148.89586,0,1
2046,1.7439508,-0.31321907,0.036301382,0.9489021,304.88965,0,1
2047,1.7080406,-0.31315008,0.030262785,0.8985886,241.8797,0,1
2048,1.0938009,-0.35776487,0.03786804,0.86330646,226.89325,0,1
2049,0.88569814,-0.60287666,0.03327226,0.89804226,134.74011,0,1
2050,1.8211936,-0.45307255,0.036752723,0.8744142,195.08366,0,1
2051,0.9735356,-0.5562175,0.032619555,0.9107156,126.11372,0,1
2052,1.842568,-0.3706242,0.043987352,0.9308326,310.82016,0,1
2053,1.925357,-0.54988194,0.034312814,0.9685366,177.85045,0,1
2054,1.331262,-0.45910898,0.031790886,0.99516004,126.472275,0,1
2055,1.9771096,-0.34612498,0.0320894,1.0772005,195.93071,0,1
2056,1.6020344,-0.55213356,0.04024012,1.0745991,165.53249,0,1
2057,0.86759657,-0.41123614,0.043895263,1.0953578,201.66814,0,1
2058,1.3211699,-0.5238981,0.043515425,1.0856935,143.83508,0,1
2059,1.7384115,-0.6205301,0.045187905,1.1437223,202.16937,0,1
2060,1.7199286,-0.52830344,0.03518792,1.1659743,157.9682,0,1
2061,1.8199402,-0.5844348,0.034411933,1.2345812,114.89664,0,1
2062,1.1985828,-0.6556854,0.036750376,1.2826382,252.46843,0,1
2063,1.3012117,-0.6614167,0.04327023,1.2892858,147.7,0,1
2064,1.620839,-0.737964,0.034511257,1.208836,136.7898,0,1
2065,1.1894822,-0.87767476,0.034156233,1.2981964,119.31241,0,1
2066,1.2406496,-0.8826116,0.04022412,1.4807339,110.357666,0,1
2067,1.2027888,-0.9237235,0.04171848,1.7861223,115.193436,0,1
2068,0.8936084,-1.2150135,0.03235175,1.8699555,79.21277,0,1
2069,-0.43155536,-1.3947016,0.026359886,1.9035001,61.3672,0,1
2070,0.68324405,-1.1487846,0.019097663,1.8832027,55.085205,0,1
2071,-0.3152184,-1.1726313,0.019188302,1.8267108,117.57671,0,1
2072,0.09348464,-1.0738783,0.014950941,1.7236942,104.30736,0,1
2073,-0.840441,-1.2973518,0.02127544,1.722648,95.42525,0,1
2074,0.8144744,-1.2459809,0.022361958,1.8609596,66.79924,0,1
2075,0.65731,-1.1635767,0.029901573,1.857927,73.017044,0,1
2076,0.6458552,-1.3964005,0.02587306,1.7567989,71.13471,0,1
2077,1.2233615,-1.2259077,0.039050363,1.7551513,72.0226,0,1
2078,1.715196,-1.1094707,0.036707256,1.7771858,73.334496,0,1
2079,1.8404431,-0.92653275,0.04104178,1.7240676,103.09687,0,1
2080,1.1419266,-1.1680673,0.03282341,1.7138085,71.51939,0,1
2081,2.128909,-1.1724046,0.0344187,1.7267374,84.19236,0,1
2082,1.109623,-0.9225505,0.024240384,1.8485714,84.6648,0,1
2083,1.6224489,-0.99012595,0.034214433,1.7570344,108.23851,0,1
2084,1.0573751,-1.276989,0.018322594,1.6438632,51.044388,0,1
2085,1.7759271,-0.8640836,0.015486178,1.650607,89.76107,0,1
2086,1.2043864,-1.1310705,0.030261653,1.6793882,78.22375,0,1
2087,1.1456399,-0.9870345,0.028483456,1.5100178,162.26811,0,1
2088,1.9339267,-0.9191437,0.02712884,1.5757743,97.96326,0,1
2089,1.6821713,-1.0568727,0.024517199,1.5997276,112.28821,0,1
2090,2.0360382,-0.926671,0.01938918,1.5570682,67.63048,0,1
2091,1.950625,-0.99222946,0.030343002,1.5531397,83.64035,0,1
2092,1.9034892,-0.86610985,0.023404798,1.5919433,252.11469,0,1
2093,2.3247402,-0.6103239,0.024146033,1.6150718,157.02507,0,1
2094,1.7703303,-0.9366293,0.019230526,1.7022496,69.38432,0,1
2095,2.619224,-0.9209388,0.020477504,1.8630309,101.88568,0,1
2096,2.8471365,-1.0467262,0.02425176,1.8563257,60.545536,0,1
2097,1.1657124,-1.3016475,0.023964042,1.9353763,76.96702,0,1
2098,1.5326487,-1.0986246,0.027917488,1.9497653,269.84686,0,1
2099,1.6525788,-1.0991415,0.015193659,1.8860217,92.71969,0,1
