Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,0.19196628,0.011337916,0.024385856,0.43036863,1099.5068,81,1
1951,0.26936,0.03823058,0.041725945,0.43408942,922.12225,80,1
1952,0.7042651,-0.020617167,0.03024762,0.43913043,563.1659,79,1
1953,0.10702562,-0.11452929,0.03692263,0.4948976,1041.7046,78,1
1954,0.33460364,-0.10815525,0.032698426,0.5819198,1514.1086,77,1
1955,-0.22935934,-0.04047553,0.030304896,0.5706663,1307.8589,76,1
1956,-0.48721743,-0.1177384,0.0292868,0.55891246,2037.0939,75,1
1957,-0.091952585,-0.033767063,0.020398973,0.5606546,1601.0298,74,1
1958,0.16734587,0.07485136,0.03289124,0.56934565,2159.3997,73,1
1959,-0.4619775,-0.10389137,0.03939015,0.57283187,909.0501,72,1
1960,-0.6062251,-0.057106655,0.029701283,0.5662723,2000.9612,71,1
1961,-0.48704705,-0.066680275,0.044091705,0.5384942,985.32666,70,1
1962,0.09180268,0.063487686,0.03499119,0.51390505,2107.4001,69,1
1963,-0.13365793,0.04442215,0.039799843,0.4574436,1009.4409,68,1
1964,-0.067213476,-0.0110321045,0.03573567,0.37325433,900.5562,67,1
1965,-0.0965204,0.05211957,0.032737724,0.42858815,1273.3987,66,1
1966,0.12001135,0.02403005,0.026671067,0.49748814,2039.4916,65,1
1967,-0.6335201,-0.31291232,0.0277464,0.49584588,1616.3108,64,1
1968,-0.5150681,-0.16474502,0.036113646,0.5095416,2240.443,63,1
1969,0.17332439,0.03730424,0.040553868,0.51553816,1388.9429,62,1
1970,-0.015436411,0.040017128,0.027829641,0.46182802,2363.5981,61,1
1971,0.10029725,0.042564075,0.04685523,0.36270633,631.99445,60,1
1972,0.33432063,0.08609009,0.041916374,0.3823546,674.79987,59,1
1973,0.60167605,0.14427216,0.03460108,0.5020006,645.635,58,1
1974,0.32036334,0.08838908,0.031638995,0.49362,887.909,57,1
1975,-0.17938292,-0.054933548,0.02707272,0.5190596,1272.528,56,1
