Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,0.017780403,0.0019095739,0.031959444,0.35597512,1416.9885,119,1
1951,0.44579706,0.04128933,0.02295728,0.465968,712.92566,118,1
1952,0.15074606,0.049660683,0.029751748,0.46302393,1101.4122,117,1
1953,-0.5104592,-0.07242775,0.03701987,0.46709573,1566.4685,116,1
1954,-0.10165521,0.023703257,0.028130397,0.45755962,1127.5216,115,1
1955,-0.28468513,-0.042767525,0.029066391,0.4884864,1948.6129,114,1
1956,0.46413597,0.10812632,0.028798165,0.45390403,1349.5819,113,1
1957,-0.44902083,-0.013208072,0.04074513,0.4579159,1125.2377,112,1
1958,-0.32142067,0.02152125,0.036793996,0.49532685,1338.3162,111,1
1959,0.08281436,-0.010340373,0.031664323,0.54877776,1796.6217,110,1
1960,0.326351,-0.041482925,0.03455243,0.55170554,397.1506,109,1
1961,0.48141465,-0.102264084,0.03548708,0.48269057,425.15387,108,1
1962,0.6615172,0.0004901886,0.03163454,0.5114281,680.90845,107,1
1963,0.13778222,0.03605461,0.036425613,0.5257428,429.1916,106,1
1964,-0.17005213,0.04312579,0.031561513,0.52155703,1080.0897,105,1
1965,0.0517084,0.041004818,0.031714845,0.47072017,1336.5995,104,1
1966,-0.2785657,-0.1541748,0.03195421,0.46915308,1908.8119,103,1
1967,-0.4144442,-0.009301822,0.03350934,0.49452522,2240.6953,102,1
1968,0.2639325,0.03742504,0.028771415,0.50849724,1013.01196,101,1
1969,-0.32937193,-0.1437095,0.031240145,0.45986375,1436.0537,100,1
1970,-0.3252666,-0.11335564,0.0399598,0.48040447,1479.4486,99,1
1971,-0.3406068,-0.031416576,0.026295954,0.46574327,1864.2545,98,1
1972,0.31138402,0.07166704,0.034121636,0.42814112,1483.2196,97,1
1973,-0.07261968,0.0081574125,0.034669377,0.35602129,2124.4458,96,1
1974,0.15744333,0.020844141,0.040106826,0.32659617,895.7867,95,1
1975,0.1380742,0.008945783,0.040891707,0.3418102,748.43616,94,1
1976,0.19645007,0.07642587,0.035817053,0.38525292,1340.677,93,1
1977,-0.17610152,0.05640189,0.029679338,0.36841264,1332.6239,92,1
1978,-0.2396077,-0.05682691,0.038120225,0.37306765,718.3861,91,1
1979,0.10706345,0.044087727,0.032803085,0.35821977,1993.0033,90,1
1980,0.019483745,0.100429215,0.039669886,0.3295947,2105.3765,89,1
1981,0.103527606,0.096632004,0.040184733,0.37290704,1962.4944,88,1
1982,0.29368362,0.074199356,0.03930637,0.37813178,1201.3417,87,1
1983,-0.084620975,0.01155885,0.038916443,0.39637795,1244.2562,86,1
1984,0.16190886,0.073431335,0.038457926,0.46621034,1682.4927,85,1
1985,-0.08924121,-0.006966273,0.030238798,0.47615215,766.6218,84,1
1986,-0.3291461,0.038889248,0.023802577,0.41483614,1778.0502,83,1
1987,0.3819337,0.005150795,0.03025491,0.43071947,1527.2335,82,1
1988,0.242662,0.0408837,0.03318153,0.4167889,1589.8245,81,1
1989,0.40441966,0.105106674,0.035874885,0.31537816,1004.7007,80,1
1990,0.2818934,-0.039364815,0.03696985,0.32628512,1878.5032,79,1
