Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,-1.240079,-0.35988903,0.029564979,0.68830246,2046.9065,88,1
1951,-0.87079364,-0.21716022,0.03311095,0.62965125,2082.0166,87,1
1952,-0.5127987,-0.1284097,0.028530508,0.60374194,2127.3247,86,1
1953,-0.7333138,-0.09987768,0.03392279,0.545314,1644.4192,85,1
1954,-0.37200165,-0.030156136,0.034003437,0.5173451,2180.0747,84,1
1955,0.15459447,-0.031882603,0.036490247,0.506749,1103.9495,83,1
1956,-0.009373267,-0.05733967,0.041465156,0.46941686,875.60724,82,1
1957,0.06400359,-0.035169285,0.043490846,0.43930885,815.71985,81,1
1958,0.37238288,-0.002421379,0.027600655,0.3931783,874.7166,80,1
1959,0.17651458,-0.015516599,0.038138,0.3909595,1088.4248,79,1
1960,-0.007859607,-0.100232124,0.030399898,0.4128621,970.17096,78,1
1961,0.2497257,0.026048979,0.031146565,0.40071276,1195.2089,77,1
1962,0.16444732,0.0011386871,0.034536555,0.43636307,1441.4879,76,1
1963,-0.02937881,0.012315433,0.03674807,0.4513313,2649.8499,75,1
1964,-0.51906425,-0.03285122,0.0327099,0.439882,2235.6853,74,1
1965,-0.18372594,0.077485085,0.03154811,0.41013002,1950.6588,73,1
1966,0.2710401,0.06691996,0.034006074,0.4932246,1120.1384,72,1
1967,0.25226542,0.07886696,0.04394245,0.43994436,633.7037,71,1
1968,0.6877246,0.12449805,0.037049863,0.36783612,363.89084,70,1
1969,0.5897154,0.11690649,0.036327735,0.34878448,1987.0602,69,1
1970,0.5926867,0.13450687,0.03711025,0.38939998,1151.2002,68,1
1971,0.411067,0.11123117,0.037329685,0.4658468,1271.7434,67,1
1972,0.7455907,0.12541898,0.030772852,0.4788978,1675.4674,66,1
1973,0.23420765,-0.04981613,0.029402139,0.5521354,1504.4025,65,1
1974,0.1799593,0.14894104,0.029357543,0.62210953,1343.6539,64,1
1975,-0.2493792,0.058139484,0.029479822,0.56507957,1485.1786,63,1
1976,-0.27488717,0.010702451,0.030857012,0.4877305,2371.863,62,1
1977,-0.3430989,-0.05004692,0.034397967,0.4618487,2676.6885,61,1
1978,0.120171785,0.11129729,0.033809397,0.40396038,2197.582,60,1
1979,-0.012301683,0.04747359,0.033369284,0.36586905,1047.3873,59,1
1980,0.09195638,-0.041126568,0.03896454,0.29375282,1290.0565,58,1
1981,0.2799167,-0.0017913183,0.031767663,0.3278898,1811.7393,57,1
1982,0.1600127,-0.0034592946,0.03287969,0.43959737,1373.059,56,1
1983,-0.16663547,0.001279513,0.042933475,0.46482825,1411.0543,55,1
1984,0.6402769,0.0629549,0.04082818,0.4579076,1000.0263,54,1
1985,0.16153169,0.057935715,0.036428392,0.45779073,860.4607,53,1
1986,0.31092298,0.081290245,0.039423343,0.42890048,1442.7642,52,1
1987,0.3753436,0.07352384,0.035897117,0.39132795,960.1763,51,1
1988,0.46039858,0.071037926,0.041443598,0.37292734,1045.121,50,1
1989,-0.032310724,-0.0025326412,0.035113636,0.3955009,536.4155,49,1
1990,0.21469295,0.058683395,0.027470594,0.42372558,1163.2128,48,1
1991,0.4218831,0.1006012,0.03253183,0.41340867,1406.7402,47,1
1992,-0.042459887,0.04846859,0.029222539,0.37863126,1220.3268,46,1
1993,0.42089614,0.09930388,0.031274203,0.37063512,1976.8965,45,1
1994,0.41924492,0.104332924,0.03405879,0.4102188,713.2387,44,1
1995,0.29779768,0.053533554,0.027163597,0.43974793,964.5836,43,1
1996,-0.23311757,0.037825584,0.033565108,0.44712946,2092.6707,42,1
1997,0.4960979,0.05790202,0.03501006,0.4909034,2489.5967,41,1
1998,0.09731714,0.097914696,0.02388686,0.50603735,1519.5616,40,1
1999,-0.008431594,-0.0668869,0.03245504,0.4662172,2385.0488,39,1
2000,0.36688885,0.0024321873,0.031349346,0.41161677,1315.9525,38,1
2001,0.32450458,0.001988411,0.022665935,0.36707655,784.6951,37,1
2002,0.26850677,0.05773449,0.03120776,0.36654463,496.6643,36,1
2003,0.27545512,-0.04953162,0.029855207,0.37783635,1015.85864,35,1
2004,0.81850463,0.05089696,0.017416403,0.3998871,678.3089,34,1
2005,0.20303279,-0.013230324,0.024062695,0.3971013,1770.4463,33,1
2006,0.5459501,0.06460921,0.01920284,0.55358845,1209.696,32,1
2007,0.49418095,-0.0007425944,0.015391637,0.57439226,691.0851,31,1
2008,1.1605543,0.08259074,0.023621581,0.59633845,1096.7611,30,1
2009,0.70702696,-0.023993174,0.037662182,0.6924675,2264.2783,29,1
2010,0.042104483,-0.009625117,0.021699147,0.73263526,1475.4434,28,1
2011,1.2435722,0.027797699,0.025665509,0.6491445,794.772,27,1
2012,0.6672716,0.0856905,0.029771144,0.63834715,513.8989,26,1
2013,0.3992127,-0.040404003,0.024801357,0.6418078,726.3532,25,1
2014,0.18959503,-0.016505241,0.02633115,0.55695873,2927.2908,24,1
2015,0.22760417,-0.08157476,0.020645348,0.6689518,1889.8846,23,1
2016,0.598234,-0.015522321,0.02634793,0.7471843,2333.3,22,1
2017,-0.49917528,-0.275802,0.03163354,0.76143044,773.22424,21,1
2018,0.64744794,-0.074837364,0.021364627,0.7929608,367.465,20,1
2019,0.063718654,-0.14690463,0.027806142,0.8781077,1307.3226,19,1
2020,0.49393845,-0.017615953,0.02516743,0.78833294,1241.8555,18,1
2021,0.9350826,-0.104561485,0.033392865,0.74286246,1017.773,17,1
2022,0.5270767,-0.13802592,0.025646085,0.75982505,2057.6836,16,1
2023,0.22916813,-0.21993732,0.027693493,0.7531295,537.574,15,1
2024,-0.08615611,-0.21537209,0.018614743,0.6524127,904.9578,14,1
