Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,-0.28424937,-0.23197365,0.037377886,0.46194565,1498.5121,90,1
1951,-0.098767936,-0.014080048,0.03255521,0.43863294,1711.7925,89,1
1952,-0.5305126,-0.1798404,0.038808912,0.4192902,2305.3894,88,1
1953,-0.02635326,-0.00097020465,0.027073612,0.38748243,2071.2468,87,1
1954,0.0069562593,0.046729088,0.041331097,0.35145172,914.5267,86,1
1955,-0.079719305,-0.02388382,0.03909833,0.35366175,2527.7625,85,1
1956,0.023440083,-0.011948903,0.038202383,0.40227616,1914.782,84,1
1957,0.13404334,0.010556221,0.04271269,0.43849504,2426.5627,83,1
1958,0.36994016,0.05561034,0.037330423,0.46007285,732.04205,82,1
1959,-0.14909881,0.035571415,0.03377132,0.4925091,843.90173,81,1
1960,-0.17115653,-0.019678434,0.037993796,0.4652176,1140.8081,80,1
1961,0.48809388,0.06499163,0.042585578,0.43884745,1203.7808,79,1
1962,0.19953097,0.03229904,0.034090657,0.43122312,464.10068,78,1
1963,-0.21039991,0.065574646,0.027061082,0.4406089,1298.4126,77,1
1964,-0.22328015,0.03396861,0.035003107,0.4019289,1829.0616,76,1
1965,-0.26429272,0.0484883,0.031534236,0.34488174,2240.2751,75,1
1966,0.02617532,-0.00085226697,0.033578653,0.36990452,1877.7722,74,1
1967,-0.078507386,0.09022999,0.028729202,0.40987453,2296.9895,73,1
1968,0.095190465,0.009878795,0.032006714,0.409439,1553.2454,72,1
1969,-0.41647926,-0.023771605,0.03072576,0.3814552,2058.0723,71,1
1970,0.1631826,-0.10226027,0.035849396,0.3994892,1284.1107,70,1
1971,-0.06758759,0.078316055,0.028990217,0.39233026,2023.0381,69,1
1972,-0.14966635,0.04669571,0.044121336,0.3785486,2633.84,68,1
1973,0.20435177,0.0023902257,0.041271817,0.4276565,1227.4818,67,1
1974,0.5599651,0.08057944,0.04143802,0.45889857,724.38074,66,1
1975,0.06657352,-0.16330115,0.043015655,0.44346333,808.0904,65,1
1976,-0.19599189,-0.055835724,0.034870807,0.4440055,2192.0835,64,1
1977,-0.08033649,-0.014216105,0.03641815,0.43054464,1597.3109,63,1
1978,0.14627065,0.14255524,0.03370195,0.4373622,1676.676,62,1
1979,0.04442793,-0.10322126,0.04213682,0.43001938,1733.6726,61,1
1980,0.49825737,0.101400696,0.02805686,0.43408504,1587.8042,60,1
1981,0.46787634,0.06407484,0.035407886,0.41907728,1480.7446,59,1
1982,-0.082210205,0.052816708,0.034494597,0.48669365,1785.8826,58,1
1983,0.069623865,0.13428085,0.030137973,0.52281946,2493.933,57,1
1984,0.8127511,0.12578519,0.03889474,0.56833285,650.7877,56,1
1985,-0.08561534,0.007376353,0.04108618,0.5574221,1296.3483,55,1
1986,0.8198579,0.12853877,0.04789659,0.6225131,631.55505,54,1
1987,0.59697855,0.03452778,0.030841025,0.6097845,1112.3658,53,1
