Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,0.44180322,0.028052965,0.033072315,0.445995,903.52,106,1
1951,0.39433217,0.003941536,0.03783252,0.49028948,529.2733,105,1
1952,0.44271293,0.054166794,0.027715234,0.48005784,922.8788,104,1
1953,-0.11978799,-0.021838188,0.03181984,0.44856974,1039.0455,103,1
1954,0.38323665,0.054236412,0.028879873,0.42752525,947.34955,102,1
1955,0.059643548,0.030412992,0.028657055,0.35861242,1938.3636,101,1
1956,0.3374811,0.014013608,0.028340086,0.30429453,1023.52734,100,1
1957,0.35744032,0.05536143,0.034150288,0.35261765,594.9714,99,1
1958,0.18219422,0.07723013,0.022506734,0.37929085,1870.907,98,1
1959,-0.2998007,-0.10154915,0.030736579,0.39432585,2413.6113,97,1
1960,0.072942354,0.04023679,0.026059516,0.4148257,2556.2761,96,1
1961,0.23798144,0.099990845,0.026471099,0.42700768,841.24493,95,1
1962,-0.32915434,-0.019674301,0.027128374,0.39621243,1923.7648,94,1
1963,-0.051543098,0.06380781,0.032355472,0.39027205,808.15186,93,1
1964,-0.019796312,0.0158151,0.0300212,0.43392113,1821.8192,92,1
1965,-0.22299397,-0.008658727,0.027825592,0.68832445,1392.241,91,1
1966,-0.58438534,-0.15176328,0.025783936,0.69633603,2748.513,90,1
1967,-1.3814827,-0.37351194,0.027536457,0.7033227,1958.2998,89,1
1968,-0.10220333,0.06443691,0.029412821,0.6925213,980.01544,88,1
1969,0.051130194,0.016536713,0.03695463,0.6677566,765.8579,87,1
1970,-0.2448781,0.087387405,0.0310719,0.36796853,1393.8546,86,1
1971,-0.07121142,0.07004992,0.036604326,0.36305356,2451.3877,85,1
1972,0.21018587,-0.002863248,0.027057955,0.5509264,1185.7092,84,1
1973,0.012336333,-0.00052547455,0.03298628,0.5549475,2502.2856,83,1
1974,-0.5668959,-0.19155598,0.029039009,0.6068408,737.29254,82,1
1975,0.26133797,0.0691646,0.03196455,0.60408086,1071.0817,81,1
1976,-0.59997475,-0.06265227,0.036163677,0.5766094,1982.5226,80,1
1977,0.03424708,0.06748136,0.038451403,0.53008157,1204.845,79,1
1978,-0.11737305,-0.040957134,0.045132387,0.58659047,1299.6155,78,1
1979,0.7011278,0.045270283,0.03942207,0.5390188,1123.6166,77,1
1980,0.53134954,0.017949104,0.041232087,0.69574,724.02386,76,1
1981,-0.18719839,-0.18239753,0.041901026,0.7243936,1072.9214,75,1
1982,-0.9017517,-0.1490771,0.036547877,0.66683316,1656.9424,74,1
1983,-0.056467354,0.09905592,0.033896543,0.60411507,2927.0789,73,1
1984,-0.27288198,0.10921892,0.034778893,0.6079104,848.8335,72,1
1985,0.22021043,0.03366216,0.04921779,0.44353667,867.857,71,1
1986,0.15722717,-0.033862114,0.036629345,0.42706332,1893.0776,70,1
1987,0.21773916,0.032846134,0.039461434,0.360257,778.18945,69,1
1988,-0.008786778,0.089131035,0.026069485,0.33464563,1463.3838,68,1
1989,0.25317356,0.11885643,0.037278045,0.35391816,1078.6932,67,1
1990,0.4871235,0.12338066,0.03761222,0.4074572,1709.5194,66,1
1991,0.449888,0.03604285,0.034894317,0.3926028,548.4438,65,1
1992,0.024820069,0.072138466,0.033428963,0.3937074,1295.0048,64,1
1993,0.2295438,0.005826632,0.0359537,0.41916606,1998.5641,63,1
1994,0.15636583,0.0012731552,0.030142233,0.48508176,1824.7487,62,1
1995,0.37779412,0.015179634,0.030640693,0.6061409,1172.6942,61,1
1996,0.77085084,0.08099047,0.029494151,0.63346505,718.01215,60,1
1997,1.1257452,0.12183794,0.03363322,0.58943766,688.86206,59,1
1998,1.0838946,0.091371536,0.03559052,0.547477,340.75662,58,1
1999,0.85248893,0.13431294,0.025042966,0.6386451,492.96124,57,1
2000,0.8293712,-0.05181694,0.03523226,0.58110785,785.6608,56,1
2001,0.063928425,0.016296068,0.027858624,0.5433652,1385.0647,55,1
2002,0.7671589,0.11337185,0.027007781,0.52370894,2147.4958,54,1
2003,0.20033817,0.0099595385,0.028463552,0.47443733,734.9315,53,1
2004,0.19791786,0.07202276,0.031511903,0.44805685,2816.3975,52,1
2005,0.62082154,0.06622092,0.026381843,0.4118383,1067.6924,51,1
2006,0.73199606,0.057983715,0.034066595,0.42184913,685.0926,50,1
2007,0.54510045,0.06526884,0.03935385,0.45197,498.41367,49,1
2008,0.9291742,-0.004091263,0.035309684,0.5181661,422.94675,48,1
2009,0.914653,0.02768167,0.04205646,0.5841535,1036.9657,47,1
2010,0.67572814,-0.10551262,0.025526723,0.7513287,1007.27997,46,1
2011,0.6228112,-0.097336136,0.024011098,0.7309293,1271.5449,45,1
2012,-0.3472227,-0.2577381,0.030248633,0.6923823,579.78296,44,1
2013,0.38074443,0.024161974,0.022889651,0.6466859,1783.8544,43,1
2014,0.59328777,-0.06762918,0.031222558,0.6258337,1904.8529,42,1
2015,0.74608594,-0.014768918,0.036221683,0.5788352,519.8374,41,1
2016,0.72766757,-8.90096e-06,0.031394232,0.6101282,651.1209,40,1
2017,0.8031597,-0.016597748,0.028153554,0.59086686,1418.4197,39,1
2018,0.25921294,-0.012830417,0.02623223,0.5945708,246.46263,38,1
2019,0.72131944,-0.022434235,0.032252394,0.64217025,708.9526,37,1
2020,0.9873557,-0.13868332,0.033588406,0.5879267,311.34503,36,1
2021,0.2627621,-0.14966965,0.034007717,0.6103075,644.88556,35,1
2022,0.9866145,-0.12621371,0.019620629,0.63231295,499.72406,34,1
2023,1.0993277,-0.07697073,0.020753298,0.658492,366.35526,33,1
2024,0.6158684,-0.16649468,0.026808744,0.63508344,343.14407,32,1
2025,0.79091674,-0.05537192,0.023972878,0.6474294,569.7706,31,1
2026,0.9554658,-0.0643301,0.02664342,0.76571554,338.62677,30,1
2027,0.7634132,-0.17787297,0.030192709,0.7967391,1437.9329,29,1
2028,1.4850864,-0.066230774,0.020388091,0.79842305,352.11816,28,1
2029,0.9184642,-0.1657861,0.040157713,0.78958946,250.20576,27,1
2030,1.1693393,-0.17186959,0.03466814,0.79607314,272.35162,26,1
2031,1.0644201,-0.19269562,0.034705352,0.7494054,284.29828,25,1
2032,1.0844322,-0.2861023,0.03361661,0.7793541,464.11676,24,1
2033,1.5176994,-0.24527359,0.024946438,0.79126436,263.71756,23,1
2034,1.3658506,-0.29413095,0.03131588,0.7876393,248.53929,22,1
2035,1.3215523,-0.3920002,0.036981218,0.78746724,206.44676,21,1
2036,1.3605638,-0.3218743,0.041808173,0.7475346,178.4836,20,1
