Year,SST_Anom,SSS_Anom,SSH_Gradient,SST_Rolling_Var,Max_Winter_MLD,Time_To_Tip,Event_Mask
1950,-0.4655658,-0.25586095,0.030001404,0.59462726,1746.5977,96,1
1951,0.29358146,0.066765785,0.019988438,0.5747502,1449.314,95,1
1952,0.34618077,0.05617428,0.029631108,0.54852587,1555.9625,94,1
1953,-0.32573888,0.026319185,0.029452635,0.4662567,1001.8466,93,1
1954,-0.083633505,-0.060350735,0.046842497,0.4134812,697.4807,92,1
1955,-0.12977284,0.02363809,0.027053379,0.36646152,767.4881,91,1
1956,-0.10771457,-0.024928728,0.038465157,0.3333198,1272.7839,90,1
1957,0.055362362,0.087779365,0.03598668,0.31267974,2427.1294,89,1
1958,-0.3520883,0.03444131,0.029622192,0.43280518,1623.228,88,1
1959,-0.2947524,0.00017515819,0.04747546,0.5153109,1964.9886,87,1
1960,0.20564115,-0.11587143,0.029837409,0.6107422,186.21303,86,1
1961,0.40669358,0.046765327,0.03193946,0.62351805,591.5712,85,1
1962,-0.49789658,-0.14794953,0.031762157,0.63697994,1436.4052,84,1
1963,0.22368984,0.055648167,0.033414118,0.7465227,1708.5991,83,1
1964,-0.38306752,0.09284878,0.027212864,0.7032266,1827.4529,82,1
1965,-0.91545874,-0.18527444,0.030008607,0.65944034,2624.3376,81,1
1966,-0.7751007,-0.12834835,0.030802282,0.573395,1429.1527,80,1
1967,-0.61457175,0.03383414,0.03922974,0.67685455,1451.7158,79,1
1968,-0.6301688,0.048439343,0.043742474,0.6620297,1519.4554,78,1
1969,0.28853363,0.07513237,0.040886797,0.6504871,816.4758,77,1
1970,0.36571917,0.05911986,0.047312587,0.6491519,972.18024,76,1
1971,-0.27767277,-0.08322239,0.04824816,0.59649915,1145.5879,75,1
1972,0.5012128,0.0041894913,0.035231918,0.608433,796.5427,74,1
1973,0.8178346,0.083626114,0.043181013,0.64092857,1038.5372,73,1
1974,0.07756853,-0.11567148,0.030928532,0.5576836,778.7375,72,1
1975,0.64252585,0.16049989,0.03647359,0.7367639,1890.6078,71,1
1976,0.6134015,0.10282326,0.04008886,0.7374976,2137.4382,70,1
1977,-0.47612312,-0.3672638,0.03541789,0.69356155,1691.0593,69,1
1978,0.8645051,0.19854291,0.029087834,0.6627894,1824.5172,68,1
1979,0.3167087,0.104120255,0.029925674,0.61742455,2558.7625,67,1
1980,0.31016698,0.123846054,0.03451429,0.39440668,1155.6625,66,1
1981,0.40713957,0.13324769,0.029303065,0.33944532,2038.0042,65,1
1982,0.33263803,0.049667675,0.030096568,0.32236543,2202.343,64,1
